Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City - Branch,Day of Week,Month,Rating Category
842-40-8179,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38,Credit card,5.6,Mandalay - B,Monday,February,4-6
284-34-9626,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39,Credit card,7.2,Mandalay - B,Monday,February,6-8
866-99-7614,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,15:42,Credit card,4.4,Naypyitaw - C,Monday,February,4-6
534-53-3526,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,16:06,Ewallet,7.8,Yangon - A,Monday,February,6-8
531-56-4728,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,15:29,Cash,5.4,Yangon - A,Monday,February,4-6
401-09-4232,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38,Ewallet,9.4,Naypyitaw - C,Monday,February,8-10
796-12-2025,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2019-02-11,16:19,Cash,5.9,Naypyitaw - C,Monday,February,4-6
418-02-5978,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54,Cash,8.0,Mandalay - B,Monday,February,8-10
373-14-0504,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,14:33,Ewallet,8.8,Yangon - A,Tuesday,February,8-10
305-18-3552,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,6.0,Mandalay - B,Tuesday,February,6-8
641-51-2661,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,14:45,Credit card,9.9,Naypyitaw - C,Tuesday,February,8-10
287-83-1405,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01,Ewallet,7.0,Yangon - A,Tuesday,February,6-8
549-03-9315,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58,Ewallet,8.7,Mandalay - B,Tuesday,February,8-10
885-56-0389,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,17:49,Cash,4.0,Naypyitaw - C,Tuesday,February,4-6
528-87-5606,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43,Cash,6.5,Mandalay - B,Tuesday,February,6-8
365-64-0515,Normal,Male,Electronic accessories,46.95,5,11.7375,246.4875,2019-02-12,10:25,Ewallet,7.1,Yangon - A,Tuesday,February,6-8
139-52-2867,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50,Credit card,4.8,Naypyitaw - C,Wednesday,February,4-6
388-76-2555,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,13:59,Cash,6.3,Mandalay - B,Wednesday,February,6-8
339-18-7061,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,15:06,Credit card,8.0,Naypyitaw - C,Wednesday,February,8-10
563-36-9814,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27,Ewallet,7.2,Yangon - A,Wednesday,February,6-8
549-23-9016,Member,Female,Food and beverages,14.87,2,1.487,31.227,2019-02-13,18:15,Credit card,8.9,Naypyitaw - C,Wednesday,February,8-10
173-50-1108,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,12:14,Credit card,5.0,Mandalay - B,Wednesday,February,4-6
767-54-1907,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59,Cash,6.9,Mandalay - B,Wednesday,February,6-8
151-16-1484,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,6.5,Yangon - A,Wednesday,February,6-8
109-86-4363,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,11:36,Credit card,4.5,Mandalay - B,Thursday,February,4-6
174-36-3675,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,Cash,5.2,Naypyitaw - C,Thursday,February,4-6
528-14-9470,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,14:42,Ewallet,9.2,Yangon - A,Thursday,February,8-10
545-07-8534,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2019-02-14,12:42,Ewallet,6.0,Naypyitaw - C,Thursday,February,6-8
150-89-8043,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04,Cash,6.2,Yangon - A,Thursday,February,6-8
638-60-7125,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,2019-02-14,17:03,Credit card,5.2,Yangon - A,Thursday,February,4-6
853-23-2453,Normal,Male,Health and beauty,75.74,4,15.148,318.108,2019-02-14,14:35,Cash,7.6,Mandalay - B,Thursday,February,6-8
235-46-8343,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26,Credit card,8.9,Naypyitaw - C,Thursday,February,8-10
152-68-2907,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,13:30,Credit card,9.5,Yangon - A,Friday,February,8-10
400-80-4065,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,20:21,Credit card,9.2,Naypyitaw - C,Friday,February,8-10
233-34-0817,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,11:21,Cash,8.4,Naypyitaw - C,Friday,February,8-10
285-68-5083,Normal,Female,Sports and travel,24.74,3,3.711,77.931,2019-02-15,17:47,Credit card,10.0,Naypyitaw - C,Friday,February,8-10
136-08-6195,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,6.4,Yangon - A,Friday,February,6-8
860-79-0874,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53,Credit card,6.6,Naypyitaw - C,Friday,February,6-8
246-11-3901,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12,Cash,6.2,Naypyitaw - C,Friday,February,6-8
710-46-4433,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15,Credit card,4.5,Mandalay - B,Friday,February,4-6
372-94-8041,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,9.8,Yangon - A,Friday,February,8-10
321-49-7382,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15,17:38,Credit card,5.2,Mandalay - B,Friday,February,4-6
227-78-1148,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2019-02-15,12:44,Cash,8.4,Mandalay - B,Friday,February,8-10
431-66-2305,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,20:51,Credit card,7.6,Mandalay - B,Friday,February,6-8
234-36-2483,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,13:51,Cash,5.1,Mandalay - B,Friday,February,4-6
541-89-9860,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31,Cash,8.1,Naypyitaw - C,Friday,February,8-10
394-43-4238,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42,Credit card,5.4,Mandalay - B,Friday,February,4-6
497-36-0989,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,15:21,Cash,7.9,Yangon - A,Friday,February,6-8
873-95-4984,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21,Cash,7.7,Mandalay - B,Friday,February,6-8
305-03-2383,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,10:36,Cash,7.5,Yangon - A,Friday,February,6-8
556-41-6224,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,17:10,Credit card,9.3,Naypyitaw - C,Friday,February,8-10
133-77-3154,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,18:04,Credit card,9.4,Mandalay - B,Saturday,February,8-10
598-06-7312,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2019-02-16,15:42,Cash,6.8,Mandalay - B,Saturday,February,6-8
241-72-9525,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:21,Cash,8.2,Mandalay - B,Saturday,February,8-10
895-03-6665,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,10:52,Cash,4.2,Mandalay - B,Saturday,February,4-6
873-14-6353,Member,Male,Food and beverages,24.82,7,8.687,182.427,2019-02-16,10:33,Credit card,7.1,Yangon - A,Saturday,February,6-8
408-66-6712,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,14:19,Ewallet,4.4,Naypyitaw - C,Saturday,February,4-6
273-84-2164,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2019-02-16,15:53,Ewallet,5.5,Naypyitaw - C,Saturday,February,4-6
587-03-7455,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30,Ewallet,4.9,Naypyitaw - C,Saturday,February,4-6
785-96-0615,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,15:28,Ewallet,4.9,Mandalay - B,Sunday,February,4-6
131-70-8179,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2019-02-17,16:27,Cash,4.2,Yangon - A,Sunday,February,4-6
636-48-8204,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2019-02-17,11:15,Ewallet,9.9,Yangon - A,Sunday,February,8-10
803-17-8013,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,4.1,Yangon - A,Sunday,February,4-6
201-63-8275,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,16:50,Ewallet,5.7,Naypyitaw - C,Sunday,February,4-6
827-77-7633,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41,Cash,9.3,Yangon - A,Sunday,February,8-10
123-35-4896,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,19:11,Ewallet,5.3,Naypyitaw - C,Sunday,February,4-6
634-97-8956,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,Credit card,9.1,Yangon - A,Sunday,February,8-10
420-11-4919,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,Credit card,5.5,Naypyitaw - C,Sunday,February,4-6
590-83-4591,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2019-02-17,14:40,Credit card,8.8,Mandalay - B,Sunday,February,8-10
612-36-5536,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,7.4,Yangon - A,Sunday,February,6-8
788-21-5741,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,13:34,Credit card,7.2,Yangon - A,Sunday,February,6-8
389-25-3394,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06,Cash,9.4,Naypyitaw - C,Sunday,February,8-10
849-09-3807,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2019-02-18,13:28,Cash,6.6,Yangon - A,Monday,February,6-8
787-15-1757,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,8.4,Naypyitaw - C,Monday,February,8-10
652-49-6720,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2019-02-18,11:40,Ewallet,5.9,Naypyitaw - C,Monday,February,4-6
278-97-7759,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,4.7,Yangon - A,Monday,February,4-6
764-44-8999,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2019-02-18,14:42,Ewallet,4.3,Mandalay - B,Monday,February,4-6
597-78-7908,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:39,Cash,6.2,Naypyitaw - C,Monday,February,6-8
354-39-5160,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:39,Cash,9.8,Yangon - A,Monday,February,8-10
886-77-9084,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,11:33,Ewallet,5.5,Naypyitaw - C,Tuesday,February,4-6
868-06-0466,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,19:38,Credit card,7.8,Yangon - A,Tuesday,February,6-8
409-33-9708,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2019-02-19,10:12,Ewallet,9.2,Yangon - A,Tuesday,February,8-10
629-42-4133,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,19:24,Cash,8.3,Naypyitaw - C,Tuesday,February,8-10
183-21-3799,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,15:14,Ewallet,7.2,Naypyitaw - C,Tuesday,February,6-8
384-59-6655,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19,15:07,Cash,8.4,Yangon - A,Tuesday,February,8-10
272-27-9238,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23,Cash,7.1,Naypyitaw - C,Tuesday,February,6-8
449-16-6770,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19,14:53,Credit card,5.3,Yangon - A,Tuesday,February,4-6
752-23-3760,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29,Credit card,7.3,Mandalay - B,Tuesday,February,6-8
420-18-8989,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47,Cash,9.6,Yangon - A,Saturday,February,8-10
390-17-5806,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,16:33,Cash,8.6,Naypyitaw - C,Saturday,February,8-10
717-96-4189,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02,12:40,Cash,4.1,Naypyitaw - C,Saturday,February,4-6
405-31-3305,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31,Credit card,5.5,Yangon - A,Saturday,February,4-6
541-08-3113,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29,Cash,8.4,Naypyitaw - C,Saturday,February,8-10
554-53-8700,Normal,Male,Home and lifestyle,56.11,2,5.611,117.831,2019-02-02,10:11,Cash,6.3,Naypyitaw - C,Saturday,February,6-8
382-03-4532,Normal,Female,Health and beauty,18.33,1,0.9165,19.2465,2019-02-02,18:50,Cash,4.3,Yangon - A,Saturday,February,4-6
845-51-0542,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,6.4,Mandalay - B,Saturday,February,6-8
418-05-0656,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,20:42,Cash,7.1,Mandalay - B,Saturday,February,6-8
201-86-2184,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40,Cash,9.9,Mandalay - B,Saturday,February,8-10
642-32-2990,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2019-02-02,20:48,Ewallet,6.0,Yangon - A,Saturday,February,6-8
376-56-3573,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,6.4,Naypyitaw - C,Saturday,February,6-8
756-93-1854,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02,14:05,Credit card,9.5,Naypyitaw - C,Saturday,February,8-10
376-02-8238,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,8.3,Mandalay - B,Saturday,February,8-10
458-61-0011,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,18:43,Cash,5.8,Mandalay - B,Wednesday,February,4-6
692-92-5582,Normal,Male,Food and beverages,54.84,3,8.226,172.746,2019-02-20,13:27,Credit card,5.9,Mandalay - B,Wednesday,February,4-6
548-46-9322,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:24,Credit card,5.9,Mandalay - B,Wednesday,February,4-6
498-41-1961,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,7.6,Mandalay - B,Wednesday,February,6-8
546-80-2899,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,15:29,Ewallet,9.5,Yangon - A,Wednesday,February,8-10
725-56-0833,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,10.0,Yangon - A,Wednesday,February,8-10
782-95-9291,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,15:55,Credit card,9.0,Yangon - A,Wednesday,February,8-10
779-42-2410,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,13:06,Ewallet,7.7,Mandalay - B,Wednesday,February,6-8
311-13-6971,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,15:18,Credit card,9.9,Mandalay - B,Wednesday,February,8-10
848-95-6252,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2019-02-20,13:24,Ewallet,7.0,Naypyitaw - C,Wednesday,February,6-8
279-62-1445,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,8.2,Naypyitaw - C,Thursday,February,8-10
714-02-3114,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,11:39,Cash,7.7,Naypyitaw - C,Thursday,February,6-8
503-21-4385,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21,12:40,Ewallet,9.3,Mandalay - B,Thursday,February,8-10
389-70-2397,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21,10:26,Cash,7.2,Naypyitaw - C,Thursday,February,6-8
269-04-5750,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,Cash,6.7,Mandalay - B,Thursday,February,6-8
319-74-2561,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55,Cash,5.5,Yangon - A,Thursday,February,4-6
582-52-8065,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,10:49,Cash,8.9,Mandalay - B,Friday,February,8-10
347-56-2442,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,2019-02-22,15:33,Cash,4.1,Yangon - A,Friday,February,4-6
690-01-6631,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2019-02-22,18:35,Ewallet,6.6,Mandalay - B,Friday,February,6-8
807-14-7833,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30,Ewallet,7.0,Yangon - A,Friday,February,6-8
864-24-7918,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,15:15,Cash,8.1,Yangon - A,Friday,February,8-10
777-67-2495,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22,11:26,Ewallet,8.7,Mandalay - B,Friday,February,8-10
837-55-7229,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,6.8,Mandalay - B,Friday,February,6-8
838-02-1821,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2019-02-22,12:10,Credit card,5.2,Naypyitaw - C,Friday,February,4-6
743-88-1662,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,8.7,Naypyitaw - C,Friday,February,8-10
488-25-4221,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,10:36,Credit card,8.4,Naypyitaw - C,Friday,February,8-10
831-64-0259,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,9.6,Mandalay - B,Friday,February,8-10
274-05-5470,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,18:30,Cash,6.0,Yangon - A,Saturday,February,6-8
503-07-0930,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,19:49,Credit card,8.2,Naypyitaw - C,Saturday,February,8-10
396-90-2219,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,Cash,8.6,Mandalay - B,Saturday,February,8-10
695-09-5146,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,20:00,Ewallet,6.4,Mandalay - B,Saturday,February,6-8
787-56-0757,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45,Credit card,8.3,Naypyitaw - C,Saturday,February,8-10
831-81-6575,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,11:12,Cash,8.0,Mandalay - B,Saturday,February,8-10
190-14-3147,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,20:43,Ewallet,6.4,Mandalay - B,Saturday,February,6-8
729-46-7422,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52,Credit card,7.9,Naypyitaw - C,Saturday,February,6-8
242-11-3142,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,19:57,Cash,4.6,Mandalay - B,Sunday,February,4-6
186-43-8965,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,10:10,Credit card,4.1,Yangon - A,Sunday,February,4-6
740-11-5257,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,16:44,Cash,7.1,Naypyitaw - C,Sunday,February,6-8
516-77-6464,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,13:08,Ewallet,4.1,Naypyitaw - C,Sunday,February,4-6
315-22-5665,Normal,Male,Home and lifestyle,73.56,10,36.78,772.38,2019-02-24,11:38,Ewallet,8.0,Naypyitaw - C,Sunday,February,8-10
380-60-5336,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06,Credit card,5.0,Yangon - A,Sunday,February,4-6
365-16-4334,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2019-02-24,14:26,Ewallet,8.9,Mandalay - B,Sunday,February,8-10
803-83-5989,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,10:55,Ewallet,7.0,Naypyitaw - C,Sunday,February,6-8
692-27-8933,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02,Cash,5.2,Mandalay - B,Sunday,February,4-6
719-89-8991,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03,Ewallet,7.1,Yangon - A,Monday,February,6-8
636-17-0325,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,18:37,Cash,9.5,Mandalay - B,Monday,February,8-10
308-81-0538,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16,Credit card,4.9,Yangon - A,Monday,February,4-6
735-06-4124,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,4.4,Naypyitaw - C,Monday,February,4-6
834-83-1826,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,17:16,Credit card,7.6,Mandalay - B,Monday,February,6-8
866-70-2814,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,11:58,Ewallet,10.0,Mandalay - B,Monday,February,8-10
502-05-1910,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,20:35,Credit card,6.3,Yangon - A,Monday,February,6-8
355-53-5943,Normal,Male,Electronic accessories,68.84,6,20.652,433.692,2019-02-25,14:36,Ewallet,5.8,Yangon - A,Monday,February,4-6
300-71-4605,Normal,Male,Electronic accessories,86.04,5,21.51,451.71,2019-02-25,11:24,Ewallet,4.8,Naypyitaw - C,Monday,February,4-6
871-79-8483,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2019-02-25,19:39,Credit card,4.8,Mandalay - B,Monday,February,4-6
511-54-3087,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,16:36,Credit card,9.5,Mandalay - B,Monday,February,8-10
505-02-0892,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12,Ewallet,5.6,Mandalay - B,Monday,February,4-6
574-80-1489,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,13:22,Ewallet,8.7,Mandalay - B,Monday,February,8-10
275-28-0149,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21,Cash,6.0,Yangon - A,Monday,February,6-8
459-45-2396,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,18:45,Cash,5.8,Yangon - A,Monday,February,4-6
608-05-3804,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,20:19,Cash,6.1,Mandalay - B,Monday,February,6-8
518-71-6847,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,15:10,Ewallet,4.9,Mandalay - B,Tuesday,February,4-6
154-74-7179,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,7.9,Mandalay - B,Tuesday,February,6-8
437-53-3084,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,11:48,Ewallet,7.1,Mandalay - B,Tuesday,February,6-8
466-61-5506,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,Cash,5.3,Mandalay - B,Tuesday,February,4-6
649-11-3678,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,5.5,Naypyitaw - C,Tuesday,February,4-6
707-32-7409,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,11:58,Ewallet,4.5,Mandalay - B,Tuesday,February,4-6
477-24-6490,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,7.9,Mandalay - B,Tuesday,February,6-8
491-38-3499,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,17:46,Credit card,4.9,Yangon - A,Tuesday,February,4-6
702-72-0487,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2019-02-26,12:28,Credit card,6.6,Yangon - A,Tuesday,February,6-8
665-63-9737,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2019-02-27,17:36,Ewallet,7.5,Mandalay - B,Wednesday,February,6-8
605-72-4132,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12,Cash,9.1,Naypyitaw - C,Wednesday,February,8-10
250-81-7186,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27,10:23,Credit card,8.0,Naypyitaw - C,Wednesday,February,8-10
400-45-1220,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,4.8,Mandalay - B,Wednesday,February,4-6
135-84-8019,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10,Ewallet,7.6,Yangon - A,Wednesday,February,6-8
263-12-5321,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,12:52,Credit card,9.3,Yangon - A,Wednesday,February,8-10
741-73-3559,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27,Cash,6.9,Mandalay - B,Wednesday,February,6-8
105-10-6182,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,12:22,Ewallet,6.6,Yangon - A,Wednesday,February,6-8
250-17-5703,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,18:24,Ewallet,5.6,Yangon - A,Wednesday,February,4-6
318-68-5053,Normal,Female,Health and beauty,76.99,6,23.097,485.037,2019-02-27,17:55,Cash,6.1,Mandalay - B,Wednesday,February,6-8
759-98-4285,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,19:01,Credit card,8.0,Naypyitaw - C,Wednesday,February,8-10
191-29-0321,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,18:57,Credit card,5.0,Mandalay - B,Wednesday,February,4-6
243-55-8457,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,11:40,Ewallet,5.1,Yangon - A,Wednesday,February,4-6
370-41-7321,Normal,Male,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27,17:24,Credit card,8.4,Mandalay - B,Wednesday,February,8-10
